TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
13,13,2,3,2,1,0.750000,1.0,12.0,64.690735,3.0,65.03891,0.34817755,3.0,67.206955,68.2157,3.5249622,68.21591,68.97531
14,14,2,3,2,2,0.750000,1.0,13.0,68.977356,2.0,69.976265,0.9989148,5.0,71.4953,72.5042,3.5268478,72.50439,73.26207
15,15,2,3,2,1,0.750000,1.0,14.0,73.26413,2.0,73.729294,0.46516532,6.0,75.78183,76.79173,3.5276082,76.791916,77.54911
16,16,2,3,2,1,8,1.0,15.0,77.55118,3.0,77.94975,0.39857414,4.0,80.06883,81.076065,3.5248888,81.07626,89.091934
17,17,3,6,3,3,0.750000,1.0,16.0,89.096756,2.0,89.626015,0.5292579,4.0,91.61386,92.6236,3.5268426,92.623795,93.37852
18,18,3,6,3,3,0.750000,1.0,17.0,93.38061,2.0,93.92954,0.54892796,3.0,95.89881,96.90659,3.525985,96.906784,97.66558
19,19,3,6,3,3,0.750000,1.0,18.0,97.66763,2.0,98.04969,0.38205472,2.0,100.18467,101.19246,3.5248268,101.19264,101.95256
20,20,3,6,3,2,0.750000,1.0,19.0,101.95456,2.0,102.419975,0.46541706,5.0,104.471825,105.4812,3.5266395,105.48138,106.23937
21,21,3,6,3,3,0.750000,1.0,20.0,106.24148,3.0,106.60661,0.3651341,7.0,108.75744,109.76667,3.5251913,109.76685,110.52621
22,22,3,6,3,3,0.750000,1.0,21.0,110.52836,3.0,110.81005,0.28168902,8.0,113.04624,114.05372,3.5253556,114.05396,114.81311
23,23,3,6,3,2,0.750000,1.0,22.0,114.81524,3.0,115.397224,0.5819822,5.0,117.33311,118.34265,3.5274122,118.342834,119.1001
24,24,3,6,3,3,8,1.0,23.0,119.102196,2.0,119.40043,0.29822835,1.0,121.618805,122.62774,3.5255432,122.62792,130.6428
25,25,4,1,1,1,0.750000,1.0,24.0,130.64864,2.0,131.47685,0.8282092,8.0,133.16583,134.17566,3.527024,134.17584,134.92958
26,26,4,1,1,3,0.750000,1.0,25.0,134.93312,3.0,135.28003,0.34691423,9.0,137.45181,138.46062,3.52749,138.4608,139.21669
27,27,4,1,1,1,0.750000,1.0,26.0,139.21909,3.0,139.68369,0.46459445,2.0,141.7363,142.74525,3.526173,142.74557,143.5035
28,28,4,1,1,1,0.750000,1.0,27.0,143.50584,3.0,143.73709,0.2312375,2.0,146.0232,147.03165,3.5257893,147.03183,147.79025
29,29,4,1,1,1,0.750000,1.0,28.0,147.79265,2.0,148.141,0.34835717,7.0,150.3095,151.3177,3.5250494,151.3179,152.07703
30,30,4,1,1,2,0.750000,1.0,29.0,152.07938,3.0,152.41095,0.33158177,5.0,154.5966,155.60667,3.5272975,155.60689,156.36388
31,31,4,1,1,1,0.750000,1.0,30.0,156.36626,2.0,156.73076,0.3644908,9.0,158.88417,159.89366,3.5274062,159.89386,160.65085
32,32,4,1,1,1,10,1.0,31.0,160.65335,3.0,160.91812,0.26476538,1.0,163.1708,164.17873,3.5253682,164.17891,174.19525
33,33,5,2,1,1,0.750000,1.0,32.0,174.1976,3.0,174.91286,0.7152684,3.0,176.71523,177.72282,3.525233,177.72304,178.48227
34,34,5,2,1,3,0.750000,1.0,33.0,178.48463,2.0,178.91635,0.431715,1.0,181.00279,182.0126,3.5279646,182.0128,182.76918
35,35,5,2,1,2,0.750000,1.0,34.0,182.77158,2.0,183.43645,0.6648691,5.0,185.2888,186.29837,3.5267951,186.29858,187.05603
36,36,5,2,1,3,0.750000,1.0,35.0,187.05841,2.0,187.42316,0.36474437,3.0,189.57579,190.58536,3.5269413,190.58554,191.34291
37,37,5,2,1,3,0.750000,1.0,36.0,191.3455,2.0,191.87683,0.5313375,1.0,193.86253,194.86995,3.5244467,194.87013,195.62978
38,38,5,2,1,3,0.750000,1.0,37.0,195.63211,2.0,196.14742,0.51530135,1.0,198.14879,199.15562,3.5235145,199.1558,199.91652
39,39,5,2,1,3,0.750000,1.0,38.0,199.91895,3.0,200.58405,0.66510487,9.0,202.43558,203.44287,3.5239336,203.44307,204.2033
40,40,5,2,1,3,12,1.0,39.0,204.20567,3.0,204.57103,0.36535507,6.0,206.72179,207.72957,3.5239046,207.72975,219.73297
41,41,6,4,2,3,0.750000,1.0,40.0,219.73796,3.0,220.51718,0.779223,7.0,222.25491,223.26349,3.525522,223.26369,224.01999
42,42,6,4,2,3,0.750000,1.0,41.0,224.02315,3.0,224.4372,0.41404092,9.0,226.53998,227.54758,3.5244248,227.54776,228.3066
43,43,6,4,2,3,0.750000,1.0,42.0,228.30875,3.0,228.70723,0.3984754,8.0,230.82663,231.83466,3.5259004,231.83487,232.59343
44,44,6,4,2,2,0.750000,1.0,43.0,232.5955,3.0,232.92744,0.33194402,5.0,235.1128,236.1216,3.5260928,236.12178,236.88046
45,45,6,4,2,2,0.750000,1.0,44.0,236.88252,2.0,237.24796,0.3654411,5.0,239.39941,240.40724,3.5247269,240.40742,241.16713
46,46,6,4,2,3,0.750000,1.0,45.0,241.16919,2.0,241.53484,0.36564457,1.0,243.68677,244.69661,3.5274055,244.6968,245.4541
47,47,6,4,2,3,0.750000,1.0,46.0,245.45616,2.0,245.95482,0.49866572,4.0,247.9736,248.98163,3.5254633,248.98189,249.74089
48,48,6,4,2,3,8,1.0,47.0,249.74326,2.0,250.29163,0.54836315,4.0,252.25998,253.26816,3.524891,253.26834,261.28375
49,49,7,3,2,1,0.750000,1.0,48.0,261.2868,2.0,261.70145,0.41462383,6.0,263.80432,264.81348,3.5266566,264.81366,265.57086
50,50,7,3,2,1,0.750000,1.0,49.0,265.57297,3.0,266.07153,0.4985486,2.0,268.08975,269.09653,3.5235662,269.09674,269.85764
51,51,7,3,2,1,0.750000,1.0,50.0,269.85974,2.0,270.22482,0.3651027,8.0,272.3767,273.3846,3.5248895,273.38486,274.1445
52,52,7,3,2,1,0.750000,1.0,51.0,274.14658,2.0,274.71225,0.5656792,8.0,276.66376,277.6712,3.524633,277.6714,278.4312
53,53,7,3,2,2,0.750000,1.0,52.0,278.43332,3.0,278.9657,0.53239673,5.0,280.95078,281.9621,3.528774,281.96228,282.7182
54,54,7,3,2,1,0.750000,1.0,53.0,282.7202,2.0,283.0856,0.36538285,6.0,285.23776,286.24652,3.5262887,286.2467,287.00516
55,55,7,3,2,2,0.750000,1.0,54.0,287.00717,3.0,287.30615,0.29896525,5.0,289.52472,290.5338,3.5266452,290.53403,291.29172
56,56,7,3,2,1,12,1.0,55.0,291.29382,2.0,291.8594,0.56558657,8.0,293.81076,294.81964,3.5258172,294.81985,306.8214
57,57,8,2,1,3,0.750000,1.0,56.0,306.82773,2.0,307.47217,0.64446187,3.0,309.34473,310.35355,3.5258415,310.35376,311.1084
58,58,8,2,1,3,0.750000,1.0,57.0,311.11075,3.0,311.6256,0.5148615,8.0,313.62885,314.63657,3.5258045,314.63675,315.39526
59,59,8,2,1,3,0.750000,1.0,58.0,315.39764,3.0,316.24588,0.8482512,9.0,317.91483,318.92157,3.523937,318.92175,319.68204
60,60,8,2,1,2,0.750000,1.0,59.0,319.6845,3.0,320.01608,0.33155823,5.0,322.2015,323.21057,3.5260649,323.2108,323.96878
61,61,8,2,1,3,0.750000,1.0,60.0,323.97116,2.0,324.30298,0.3318106,2.0,326.4887,327.49844,3.5272949,327.49863,328.25568
62,62,8,2,1,3,0.750000,1.0,61.0,328.258,2.0,328.6732,0.41519135,2.0,330.77515,331.78256,3.5245547,331.78275,332.5428
63,63,8,2,1,2,0.750000,1.0,62.0,332.54514,3.0,332.95993,0.41478625,5.0,335.06174,336.0714,3.5262744,336.07162,336.82944
64,64,8,2,1,3,12,1.0,63.0,336.83185,3.0,337.2969,0.46507174,9.0,339.34854,340.3576,3.5257628,340.3578,352.35873
65,65,9,5,3,1,0.750000,1.0,64.0,352.36484,2.0,352.9098,0.5449764,7.0,354.88336,355.89355,3.528715,355.89374,356.64557
66,66,9,5,3,1,0.750000,1.0,65.0,356.64774,3.0,356.9796,0.33186582,1.0,359.1656,360.17365,3.5258992,360.17383,360.93277
67,67,9,5,3,1,0.750000,1.0,66.0,360.9349,2.0,361.30005,0.3651341,7.0,363.4514,364.4588,3.5239036,364.459,365.2196
68,68,9,5,3,3,0.750000,1.0,67.0,365.2217,3.0,365.4701,0.24839449,7.0,367.73972,368.74857,3.5268643,368.74878,369.50665
69,69,9,5,3,1,0.750000,1.0,68.0,369.50885,3.0,369.8574,0.34854585,1.0,372.0257,373.03455,3.5256743,373.03473,373.79312
70,70,9,5,3,1,0.750000,1.0,69.0,373.7952,2.0,374.1938,0.39858046,6.0,376.31268,377.31952,3.5243208,377.31973,378.08017
71,71,9,5,3,1,0.750000,1.0,70.0,378.0822,3.0,378.39746,0.31522655,1.0,380.5997,381.6071,3.5248501,381.60727,382.36685
72,72,9,5,3,2,10,1.0,71.0,382.36896,3.0,382.61758,0.24862814,5.0,384.88666,385.8963,3.5273476,385.89648,395.91156
