C:\Users\tuj55142\Documents\GitHub\istart\Mock_Scan\Social\USE THIS COPY\EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1.edat2
ExperimentName	Subject	Session	AmtWon	Clock.Information	DataFile.Basename	Display.RefreshRate	EasyKey	ExperimentVersion	Group	HardKey	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Amount	Choice	Completed	Decision.RT	Practice	Practice.Cycle	Practice.Sample	Probability	Procedure	Running	TapSpeed	Trials	Trials.Cycle	Trials.Sample	Winnings
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	11	4.67	2	0	6865				50	Lose	Trials	0.2799733	7	1	7	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	12	3.10	1	0	1402				88	Win	Trials	0.2801867	8	1	8	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	13	3.73	2	1	6490				50	Win	Trials	0.1816667	9	1	9	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	14	4.36	0	1	3182				12	Win	Trials	0.1911333	10	1	10	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	15	6.87	0	1	1006				50	Lose	Trials	0.1839	11	1	11	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	16	4.05	0	1	406				50	Win	Trials	0.1894333	12	1	12	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	17	3.73	0	1	784				12	Lose	Trials	0.1833333	13	1	13	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	18	2.48	0	1	369				88	Win	Trials	0.1861	14	1	14	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	19	5.30	0	1	424				88	Lose	Trials	0.2061	15	1	15	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	20	2.16	0	1	541				12	Lose	Trials	0.1922333	16	1	16	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	21	6.24	0	1	901				88	Win	Trials	0.1933333	17	1	17	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	22	4.05	0	1	533				12	Lose	Trials	0.1916667	18	1	18	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	23	7.19	0	1	648				50	Win	Trials	0.1961333	19	1	19	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	24	7.19	1	0	334				12	Lose	Trials	0.2257849	20	1	20	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	25	4.36	0	1	889				50	Win	Trials	0.195	21	1	21	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	26	6.87	0	1	97				12	Lose	Trials	0.2055667	22	1	22	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	27	5.62	0	1	1091				12	Lose	Trials	0.1911333	23	1	23	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	28	7.19	0	1	926				88	Win	Trials	0.2211	24	1	24	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	29	4.67	1	0	1013				88	Win	Trials	0.2441628	25	1	25	0
