onset	duration	condition	resp	rt
176.16218339999614	0.6	Fixation_ant	999	999
176.76724850000755	1.0	loss	999	999
181.02876810000453	3.0	face	999	999
184.0629489999992	0.6	Fixation_ant	999	999
184.66867810000258	1.0	loss	999	999
186.83479290000105	3.0	face	999	999
189.8683216000063	0.6	Fixation_ant	999	999
190.473490999997	1.0	loss	999	999
192.6467765999987	3.0	face	999	999
195.6813114999968	0.6	Fixation_ant	999	999
196.2855142000044	1.0	win	999	999
202.64484930000617	3.0	face	999	999
205.67854400000942	0.6	Fixation_ant	999	999
206.28277420000813	1.0	loss	999	999
212.64093920000596	3.0	face	999	999
215.67694170000323	0.6	Fixation_ant	999	999
216.28214569999545	1.0	win	999	999
220.5611241000006	3.0	face	999	999
223.59364890000143	0.6	Fixation_ant	999	999
224.19922310000402	1.0	loss	999	999
226.37253390000842	3.0	face	999	999
229.40896359999897	0.6	Fixation_ant	999	999
230.013967100007	1.0	win	999	999
234.30482449999545	3.0	face	999	999
237.33785630000057	0.6	Fixation_ant	999	999
237.94237790000625	1.0	loss	999	999
240.0935071999993	3.0	face	999	999
243.12791940000898	0.6	Fixation_ant	999	999
243.73353789999965	1.0	loss	999	999
245.89327690000937	3.0	face	999	999
248.9281145999994	0.6	Fixation_ant	999	999
249.5324166000064	1.0	loss	999	999
251.69171030000143	3.0	face	999	999
254.72624430000724	0.6	Fixation_ant	999	999
255.3315189999994	1.0	win	999	999
261.7205917999963	3.0	face	999	999
264.7551939999976	0.6	Fixation_ant	999	999
265.36033280000265	1.0	loss	999	999
267.53151620000426	3.0	face	999	999
270.56639469999936	0.6	Fixation_ant	999	999
271.17173970000295	1.0	loss	999	999
275.44881420000456	3.0	face	999	999
278.4851350999961	0.6	Fixation_ant	999	999
279.0906515999959	1.0	win	999	999
285.4596944000077	3.0	face	999	999
288.4951749000029	0.6	Fixation_ant	999	999
289.1000514000043	1.0	loss	999	999
295.4723607000051	3.0	face	999	999
298.5067779000092	0.6	Fixation_ant	999	999
299.11152839999704	1.0	win	999	999
301.3001726000075	3.0	face	999	999
304.33570809999947	0.6	Fixation_ant	999	999
304.9413363000058	1.0	loss	999	999
307.1003156000079	3.0	face	999	999
310.1343302000023	0.6	Fixation_ant	999	999
310.7399143000075	1.0	loss	999	999
317.0980339999951	3.0	face	999	999
320.13313480000943	0.6	Fixation_ant	999	999
320.73815679999825	1.0	loss	999	999
322.9050775000069	3.0	face	999	999
325.9408947000047	0.6	Fixation_ant	999	999
326.54648990000715	1.0	loss	999	999
330.81630099999893	3.0	face	999	999
333.8517412000074	0.6	Fixation_ant	999	999
334.4573226000066	1.0	win	999	999
342.9474141999963	3.0	face	999	999
345.983069599999	0.6	Fixation_ant	999	999
346.58818489999976	1.0	loss	999	999
348.74259720000555	3.0	face	999	999
351.7755916000024	0.6	Fixation_ant	999	999
352.38016709999647	1.0	win	999	999
354.5482844000071	3.0	face	999	999
357.5818983000063	0.6	Fixation_ant	999	999
358.1868209999957	1.0	loss	999	999
360.3403035000083	3.0	face	999	999
363.37371749999875	0.6	Fixation_ant	999	999
363.9785164000059	1.0	loss	999	999
368.24419789999956	3.0	face	999	999
371.2778046000021	0.6	Fixation_ant	999	999
371.8829220000043	1.0	loss	999	999
378.2578882000089	3.0	face	999	999
381.2925250999979	0.6	Fixation_ant	999	999
381.89820870000403	1.0	loss	999	999
388.2585820999957	3.0	face	999	999
391.2917715000076	0.6	Fixation_ant	999	999
391.8966279000015	1.0	loss	999	999
398.26148820000526	3.0	face	999	999
401.29634929999884	0.6	Fixation_ant	999	999
401.90177640000184	1.0	win	999	999
406.191218699998	3.0	face	999	999
409.2245877999958	0.6	Fixation_ant	999	999
409.82914580000215	1.0	win	999	999
412.0183931000065	3.0	face	999	999
415.05246970000735	0.6	Fixation_ant	999	999
415.65765010000905	1.0	loss	999	999
419.92696389999765	3.0	face	999	999
422.9603922999959	0.6	Fixation_ant	999	999
423.5648466999992	1.0	win	999	999
427.84027590000187	3.0	face	999	999
430.8740384999983	0.6	Fixation_ant	999	999
431.4791918999981	1.0	win	999	999
433.6760237999988	3.0	face	999	999
436.7107407000003	0.6	Fixation_ant	999	999
437.3148746000079	1.0	win	999	999
439.4920606000087	3.0	face	999	999
442.5257444000017	0.6	Fixation_ant	999	999
443.13073010000517	1.0	win	999	999
445.30456750000303	3.0	face	999	999
448.3393090000027	0.6	Fixation_ant	999	999
448.9451398000092	1.0	win	999	999
455.32768080000824	3.0	face	999	999
458.3624358000088	0.6	Fixation_ant	999	999
458.96732820000034	1.0	win	999	999
465.3307696999982	3.0	face	999	999
468.36507120000897	0.6	Fixation_ant	999	999
468.96984820000944	1.0	loss	999	999
