C:\Users\tuj55142\Documents\GitHub\istart\Mock_Scan\Monetary\EEfRTTextCuesV2_Win1_v2_815-1242-1.edat2
ExperimentName	Subject	Session	AmtWon	Clock.Information	DataFile.Basename	Display.RefreshRate	EasyKey	ExperimentVersion	Group	HardKey	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Amount	Choice	Completed	Decision.RT	Probability	Procedure	Running	TapSpeed	Trials	Trials.Cycle	Trials.Sample	Winnings
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	11	3.94	0	1	842	50	Lose	Trials	0.1933333	11	1	11	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	12	2.32	0	1	829	50	Win	Trials	0.1972333	12	1	12	1
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	13	2.14	0	1	740	12	Lose	Trials	0.19	13	1	13	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	14	1.42	0	1	1511	88	Win	Trials	0.1861333	14	1	14	1
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	15	3.04	1	0	1152	88	Lose	Trials	0.2210211	15	1	15	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	16	1.24	0	1	1051	12	Lose	Trials	0.1739	16	1	16	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	17	3.58	0	1	1765	88	Win	Trials	0.1827667	17	1	17	1
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	18	2.32	0	1	688	12	Lose	Trials	0.1839	18	1	18	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	19	4.12	0	1	1461	50	Win	Trials	0.1905667	19	1	19	1
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	20	4.12	0	1	890	12	Lose	Trials	0.1905667	20	1	20	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	21	2.50	0	1	1359	50	Win	Trials	0.1994333	21	1	21	1
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	22	3.94	0	1	1238	12	Lose	Trials	0.1961333	22	1	22	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	23	3.22	0	1	1150	12	Lose	Trials	0.19	23	1	23	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	24	4.12	1	1	1185	88	Win	Trials	0.20115	24	1	24	4.12
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	25	2.68	0	1	1060	88	Win	Trials	0.1855667	25	1	25	1
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	26	3.40	0	1	976	50	Lose	Trials	0.1938667	26	1	26	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	27	2.50	1	0	2517	88	Win	Trials	0.2120909	27	1	27	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	28	3.76	0	1	1009	50	Lose	Trials	0.185	28	1	28	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	29	1.78	0	1	4103	50	Win	Trials	0.1955333	29	1	29	1
