TrialNumber,Trial,ISI,ITI,winlose,face_image_L,face_image_R,ran,order,decision_onset,resp,rt,resp_onset,resp_offset,trialDuration,pre_feedback_fix_onset,pre_feedback_fix_duration,arrow_onset,arrow_offset,ITIonset,ITIoffset,Date_Time
11,11,4,2,loss,F05.jpg,F11.jpg,1.0,10.0,123.23555,999.0,999.0,999.0,126.243454,3.008304,126.24397,2.0,128.27399,131.27629,131.2765,133.27875,2019-11-01 14:27:37.594864
12,12,6,4,loss,M13.jpg,M27.jpg,1.0,11.0,133.33302,999.0,999.0,999.0,136.34335,3.0107257,136.34386,2.0,138.3742,141.37613,141.37636,145.37854,2019-11-01 14:27:49.694545
13,13,2,4,win,M29.jpg,M87.jpg,1.0,12.0,145.43019,999.0,999.0,999.0,148.43727,3.00742,148.43774,2.0,150.46758,153.47134,153.47159,157.48093,2019-11-01 14:28:01.796955
14,14,2,2,win,M35.jpg,M03.jpg,1.0,13.0,157.52986,999.0,999.0,999.0,160.54362,3.014112,160.54408,2.0,162.57524,165.57884,165.57912,167.58818,2019-11-01 14:28:11.904345
15,15,8,2,win,F73.jpg,F55.jpg,1.0,14.0,167.64137,999.0,999.0,999.0,170.66554,3.0245464,170.66603,2.0,172.69559,175.69916,175.6994,177.71535,2019-11-01 14:28:22.031835
16,16,2,4,win,M77.jpg,M59.jpg,1.0,15.0,177.75676,999.0,999.0,999.0,180.76353,3.0071535,180.76402,2.0,182.79405,185.79778,185.79803,189.80927,2019-11-01 14:28:34.125614
17,17,2,2,win,F41.jpg,F87.jpg,1.0,16.0,189.86967,999.0,999.0,999.0,192.89911,3.0297701,192.89958,2.0,194.92953,197.93373,197.93404,199.94925,2019-11-01 14:28:44.265941
18,18,4,4,win,M117.jpg,M67.jpg,1.0,17.0,199.99341,999.0,999.0,999.0,202.99509,3.0020738,202.99559,2.0,205.02568,208.02939,208.02965,212.03651,2019-11-01 14:28:56.353080
19,19,2,2,win,F57.jpg,F31.jpg,1.0,18.0,212.09761,999.0,999.0,999.0,215.10435,3.0070915,215.10481,2.0,217.1351,220.13937,220.13966,222.15714,2019-11-01 14:29:06.473725
20,20,2,2,loss,M71.jpg,M31.jpg,1.0,19.0,222.19965,999.0,999.0,999.0,225.20793,3.0086267,225.20839,2.0,227.23819,230.23991,230.24013,232.24261,2019-11-01 14:29:16.559266
21,21,2,2,win,M21.jpg,M19.jpg,1.0,20.0,232.29294,999.0,999.0,999.0,235.2962,3.0036688,235.29672,2.0,237.32715,240.33118,240.3314,242.34464,2019-11-01 14:29:26.661393
22,22,2,2,loss,M09.jpg,M83.jpg,1.0,21.0,242.39478,999.0,999.0,999.0,245.40831,3.0139074,245.4088,2.0,247.44026,250.4423,250.44252,252.44458,2019-11-01 14:29:36.761402
23,23,4,6,loss,M91.jpg,M17.jpg,1.0,22.0,252.53099,999.0,999.0,999.0,255.54753,3.0168948,255.54799,2.0,257.57892,260.58093,260.58115,266.58304,2019-11-01 14:29:50.900130
24,24,4,6,loss,F59.jpg,F89.jpg,1.0,23.0,266.6435,999.0,999.0,999.0,269.64734,3.0041924,269.6478,2.0,271.6777,274.68002,274.68024,280.6821,2019-11-01 14:30:04.999367
25,25,2,2,win,F35.jpg,F83.jpg,1.0,24.0,280.7435,999.0,999.0,999.0,283.75354,3.0103855,283.754,2.0,285.78394,288.78766,288.7879,290.79968,2019-11-01 14:30:15.117000
26,26,4,8,loss,M63.jpg,M115.jpg,1.0,25.0,290.83978,999.0,999.0,999.0,293.85513,3.0157402,293.85562,2.0,295.88602,298.88855,298.88876,306.89124,2019-11-01 14:30:31.208476
27,27,6,2,win,M73.jpg,M81.jpg,1.0,26.0,306.93906,999.0,999.0,999.0,309.95917,3.020504,309.95966,2.0,311.9903,314.9944,314.99463,317.00653,2019-11-01 14:30:41.324095
28,28,6,2,loss,F09.jpg,F105.jpg,1.0,27.0,317.0599,999.0,999.0,999.0,320.0848,3.025273,320.0853,2.0,322.11588,325.11752,325.11774,327.1195,2019-11-01 14:30:51.437137
29,29,2,4,win,F117.jpg,F37.jpg,1.0,28.0,327.1799,999.0,999.0,999.0,330.1952,3.0156207,330.19568,2.0,332.22632,335.22995,335.23016,339.24786,2019-11-01 14:31:03.565563
30,30,4,2,loss,F19.jpg,F77.jpg,1.0,29.0,339.30798,999.0,999.0,999.0,342.30804,3.000422,342.30853,2.0,344.33835,347.34036,347.3406,349.34338,2019-11-01 14:31:13.660967
31,31,6,2,loss,M45.jpg,M105.jpg,1.0,30.0,349.38193,999.0,999.0,999.0,352.39618,3.014651,352.3967,2.0,354.42734,357.4294,357.4296,359.43134,2019-11-01 14:31:23.749010
32,32,2,10,loss,M01.jpg,M119.jpg,1.0,31.0,359.4788,999.0,999.0,999.0,362.49936,3.020926,362.49982,2.0,364.52957,367.53125,367.53146,377.5342,2019-11-01 14:31:41.851998
33,33,4,6,win,M53.jpg,M75.jpg,1.0,32.0,377.58026,999.0,999.0,999.0,380.60962,3.029727,380.6101,2.0,382.63962,385.6437,385.64392,391.65982,2019-11-01 14:31:55.977706
34,34,2,2,loss,F21.jpg,F97.jpg,1.0,33.0,391.71756,999.0,999.0,999.0,394.7435,3.0263023,394.744,2.0,396.7731,399.77545,399.77567,401.77844,2019-11-01 14:32:06.096439
35,35,6,2,loss,F65.jpg,F23.jpg,1.0,34.0,401.83643,999.0,999.0,999.0,404.84647,3.0104537,404.847,2.0,406.87695,409.87918,409.87943,411.88205,2019-11-01 14:32:16.200153
36,36,4,8,win,F93.jpg,F03.jpg,1.0,35.0,411.93237,999.0,999.0,999.0,414.96204,3.030046,414.96252,2.0,416.9927,419.9963,419.99655,428.0089,2019-11-01 14:32:32.327133
37,37,3,8,loss,M103.jpg,M55.jpg,1.0,36.0,428.05243,999.0,999.0,999.0,431.05728,3.0052273,431.05777,2.0,433.08755,436.08954,436.08975,444.09195,2019-11-01 14:32:48.410532
38,38,6,10,win,F49.jpg,F113.jpg,1.0,37.0,444.14987,999.0,999.0,999.0,447.17566,3.0261326,447.17612,2.0,449.2057,452.21014,452.21036,462.2243,2019-11-01 14:33:06.542709
39,39,2,8,loss,F91.jpg,F99.jpg,1.0,38.0,462.28564,999.0,999.0,999.0,465.29895,3.013692,465.29947,2.0,467.32965,470.33148,470.3317,478.33395,2019-11-01 14:33:22.652574
40,40,2,6,loss,M107.jpg,M11.jpg,1.0,39.0,478.381,999.0,999.0,999.0,481.38605,3.0054212,481.38654,2.0,483.41666,486.41855,486.41876,492.42075,2019-11-01 14:33:36.739693
41,41,2,6,loss,M93.jpg,M47.jpg,1.0,40.0,492.4693,999.0,999.0,999.0,495.477,3.00804,495.47748,2.0,497.50787,500.50992,500.51016,506.51276,2019-11-01 14:33:50.831558
42,42,4,8,loss,F51.jpg,F01.jpg,1.0,41.0,506.56802,999.0,999.0,999.0,509.5927,3.025097,509.59323,2.0,511.62332,514.625,514.6252,522.6278,2019-11-01 14:34:06.946646
43,43,3,8,win,F69.jpg,F85.jpg,1.0,42.0,522.685,999.0,999.0,999.0,525.71014,3.0254798,525.71063,2.0,527.7405,530.74445,530.74475,538.75604,2019-11-01 14:34:23.075078
44,44,6,6,loss,F101.jpg,F17.jpg,1.0,43.0,538.81195,999.0,999.0,999.0,541.81866,3.0070472,541.8191,2.0,543.8496,546.85144,546.8517,552.8539,2019-11-01 14:34:37.172995
45,45,3,10,win,M61.jpg,M41.jpg,1.0,44.0,552.8972,999.0,999.0,999.0,555.9106,3.0137913,555.91113,2.0,557.94135,560.94556,560.9458,570.9588,2019-11-01 14:34:55.278260
46,46,3,10,loss,M69.jpg,M37.jpg,1.0,45.0,570.9981,999.0,999.0,999.0,574.006,3.0082648,574.00653,2.0,576.0362,579.0384,579.03864,589.0414,2019-11-01 14:35:13.360779
47,47,6,6,loss,M51.jpg,M85.jpg,1.0,46.0,589.0838,999.0,999.0,999.0,592.1055,3.0221024,592.106,2.0,594.1369,597.1391,597.13934,603.14166,2019-11-01 14:35:27.461208
48,48,6,10,loss,F109.jpg,F75.jpg,1.0,47.0,603.195,999.0,999.0,999.0,606.2025,3.0078757,606.203,2.0,608.2333,611.23584,611.236,621.2389,2019-11-01 14:35:45.558504
49,49,5,10,loss,F103.jpg,F27.jpg,1.0,48.0,621.3026,999.0,999.0,999.0,624.3327,3.0304253,624.3331,2.0,626.3634,629.3658,629.36597,639.3681,2019-11-01 14:36:03.687863
50,50,2,8,loss,M49.jpg,M07.jpg,1.0,49.0,639.4175,999.0,999.0,999.0,642.4372,3.0201287,642.43774,2.0,644.4683,647.47095,647.4711,655.4729,2019-11-01 14:36:19.792955
51,51,4,4,win,F119.jpg,F79.jpg,1.0,50.0,655.5275,999.0,999.0,999.0,658.5537,3.026524,658.5542,2.0,660.5847,663.58844,663.58875,667.6038,2019-11-01 14:36:31.923800
52,52,3,6,win,F53.jpg,F67.jpg,1.0,51.0,667.6622,999.0,999.0,999.0,670.6713,3.0095983,670.6719,2.0,672.7019,675.70544,675.70575,681.71606,2019-11-01 14:36:46.036156
53,53,6,6,loss,F95.jpg,F81.jpg,1.0,52.0,681.7712,999.0,999.0,999.0,684.7912,3.0203857,684.7917,2.0,686.82227,689.8248,689.825,695.8276,2019-11-01 14:37:00.147773
54,54,5,4,win,M05.jpg,M89.jpg,1.0,53.0,695.884,999.0,999.0,999.0,698.8953,3.0116663,698.89575,2.0,700.92645,703.93005,703.9303,707.9458,2019-11-01 14:37:12.266088
55,55,5,6,win,F29.jpg,F107.jpg,1.0,54.0,707.99927,999.0,999.0,999.0,711.00397,3.0050886,711.00446,2.0,713.03534,716.0389,716.0391,722.04865,2019-11-01 14:37:26.369023
56,56,5,10,win,F43.jpg,F33.jpg,1.0,55.0,722.11145,999.0,999.0,999.0,725.1258,3.0147069,725.1263,2.0,727.1568,730.16113,730.1614,740.17834,2019-11-01 14:37:44.499098
57,57,3,2,win,F25.jpg,F111.jpg,1.0,56.0,740.2294,999.0,999.0,999.0,743.23645,3.0073702,743.2369,2.0,745.2664,748.2701,748.2703,750.28253,2019-11-01 14:37:54.603162
58,58,4,6,win,M23.jpg,M15.jpg,1.0,57.0,750.333,999.0,999.0,999.0,753.3367,3.0039837,753.33716,2.0,755.3672,758.3712,758.37146,764.3861,2019-11-01 14:38:08.706749
59,59,4,10,win,M43.jpg,M99.jpg,1.0,58.0,764.4357,999.0,999.0,999.0,767.4428,3.007411,767.4433,2.0,769.47455,772.4785,772.4788,782.488,2019-11-01 14:38:26.808971
60,60,4,8,loss,M57.jpg,M79.jpg,1.0,59.0,782.53064,999.0,999.0,999.0,785.54626,3.0159564,785.54675,2.0,787.57745,790.57935,790.5796,798.58154,2019-11-01 14:38:42.902485
