TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
17,17,3,6,3,3,0.750000,1.0,16.0,89.33117,0.0,999.0,999.0,999.0,91.84473,92.86041,3.5292456,92.86068,93.626175
18,18,3,6,3,3,0.750000,1.0,17.0,93.63881,3.0,94.343735,0.7049211,6.0,96.15558,97.16527,3.5264592,97.16558,97.92251
19,19,3,6,3,3,0.750000,1.0,18.0,97.936066,0.0,999.0,999.0,999.0,100.43779,101.45407,3.5180063,101.45434,102.21906
20,20,3,6,3,2,0.750000,1.0,19.0,102.23235,0.0,999.0,999.0,999.0,104.734535,105.75031,3.5179555,105.750595,106.51579
21,21,3,6,3,3,0.750000,1.0,20.0,106.53148,0.0,999.0,999.0,999.0,109.04766,110.06371,3.5322278,110.063995,110.828636
22,22,3,6,3,3,0.750000,1.0,21.0,110.84204,0.0,999.0,999.0,999.0,113.344124,114.359116,3.5170686,114.35939,115.12538
23,23,3,6,3,2,0.750000,1.0,22.0,115.13952,0.0,999.0,999.0,999.0,117.639984,118.65645,3.5169272,118.65671,119.42131
24,24,3,6,3,3,8,1.0,23.0,119.43414,0.0,999.0,999.0,999.0,121.9368,122.95359,3.519453,122.95402,130.96198
25,25,4,1,1,1,0.750000,1.0,24.0,130.9817,0.0,999.0,999.0,999.0,133.4936,134.51064,3.5289354,134.51103,135.27551
26,26,4,1,1,3,0.750000,1.0,25.0,135.2902,0.0,999.0,999.0,999.0,137.79033,138.80717,3.5169618,138.80746,139.57166
27,27,4,1,1,1,0.750000,1.0,26.0,139.585,0.0,999.0,999.0,999.0,142.08711,143.1033,3.5183015,143.1036,143.86827
28,28,4,1,1,1,0.750000,1.0,27.0,143.88466,0.0,999.0,999.0,999.0,146.39984,147.4169,3.5322373,147.41716,148.18228
29,29,4,1,1,1,0.750000,1.0,28.0,148.19838,0.0,999.0,999.0,999.0,150.71275,151.72859,3.5302184,151.72891,152.49405
30,30,4,1,1,2,0.750000,1.0,29.0,152.50708,0.0,999.0,999.0,999.0,155.00986,156.02556,3.5184762,156.0259,156.79091
31,31,4,1,1,1,0.750000,1.0,30.0,156.80423,0.0,999.0,999.0,999.0,159.30647,160.32265,3.5184152,160.3232,161.08743
32,32,4,1,1,1,10,1.0,31.0,161.10077,0.0,999.0,999.0,999.0,163.60269,164.62067,3.5199006,164.62093,174.62625
33,33,5,2,1,1,0.750000,1.0,32.0,174.63972,0.0,999.0,999.0,999.0,177.14171,178.15823,3.5184994,178.1585,178.92323
34,34,5,2,1,3,0.750000,1.0,33.0,178.95848,0.0,999.0,999.0,999.0,181.47133,182.48709,3.528603,182.48737,183.25261
35,35,5,2,1,2,0.750000,1.0,34.0,183.26775,0.0,999.0,999.0,999.0,185.76785,186.78375,3.5160084,186.78401,187.54916
36,36,5,2,1,3,0.750000,1.0,35.0,187.56607,0.0,999.0,999.0,999.0,190.08118,191.09785,3.5317876,191.09814,191.86195
37,37,5,2,1,3,0.750000,1.0,36.0,191.8755,0.0,999.0,999.0,999.0,194.37715,195.39494,3.5194316,195.3952,196.15858
38,38,5,2,1,3,0.750000,1.0,37.0,196.17151,0.0,999.0,999.0,999.0,198.67387,199.69026,3.5187528,199.69052,200.45528
39,39,5,2,1,3,0.750000,1.0,38.0,200.46867,0.0,999.0,999.0,999.0,202.9699,203.98677,3.5180874,203.98703,204.75137
40,40,5,2,1,3,12,1.0,39.0,204.76527,0.0,999.0,999.0,999.0,207.26656,208.2827,3.5174131,208.28296,220.2885
41,41,6,4,2,3,0.750000,1.0,40.0,220.30614,0.0,999.0,999.0,999.0,222.82022,223.83652,3.5303783,223.83679,224.60258
42,42,6,4,2,3,0.750000,1.0,41.0,224.61792,0.0,999.0,999.0,999.0,227.134,228.14972,3.5317917,228.15,228.9151
43,43,6,4,2,3,0.750000,1.0,42.0,228.92714,0.0,999.0,999.0,999.0,231.43015,232.44641,3.519269,232.44669,233.2113
44,44,6,4,2,2,0.750000,1.0,43.0,233.22475,0.0,999.0,999.0,999.0,235.7266,236.74333,3.5185874,236.74359,237.50774
45,45,6,4,2,2,0.750000,1.0,44.0,237.52045,0.0,999.0,999.0,999.0,240.02379,241.03958,3.5191474,241.03986,241.80446
46,46,6,4,2,3,0.750000,1.0,45.0,241.81653,0.0,999.0,999.0,999.0,244.31921,245.33542,3.5188854,245.3357,246.10052
47,47,6,4,2,3,0.750000,1.0,46.0,246.11237,0.0,999.0,999.0,999.0,248.61581,249.63217,3.519802,249.63243,250.39713
48,48,6,4,2,3,8,1.0,47.0,250.40936,0.0,999.0,999.0,999.0,252.91248,253.9291,3.5197208,253.92938,261.93793
49,49,7,3,2,1,0.750000,1.0,48.0,261.95035,0.0,999.0,999.0,999.0,264.4527,265.46902,3.5186548,265.46927,266.2342
50,50,7,3,2,1,0.750000,1.0,49.0,266.24576,2.0,267.1008,0.8550623,8.0,268.76288,269.77075,3.5250134,269.77106,270.53073
51,51,7,3,2,1,0.750000,1.0,50.0,270.54318,0.0,999.0,999.0,999.0,273.0455,274.06204,3.518863,274.06232,274.82678
52,52,7,3,2,1,0.750000,1.0,51.0,274.84042,0.0,999.0,999.0,999.0,277.34213,278.35867,3.5182528,278.35895,279.1241
53,53,7,3,2,2,0.750000,1.0,52.0,279.14047,0.0,999.0,999.0,999.0,281.65533,282.6725,3.5320244,282.67276,283.43643
54,54,7,3,2,1,0.750000,1.0,53.0,283.44873,3.0,284.8693,1.4205456,3.0,285.96548,286.9745,3.5257463,286.97476,287.7328
55,55,7,3,2,2,0.750000,1.0,54.0,287.74542,0.0,999.0,999.0,999.0,290.24814,291.2657,3.520272,291.26593,292.02954
56,56,7,3,2,1,12,1.0,55.0,292.04184,0.0,999.0,999.0,999.0,294.54517,295.56165,3.519828,295.56192,307.56702
57,57,8,2,1,3,0.750000,1.0,56.0,307.5899,0.0,999.0,999.0,999.0,310.09848,311.11502,3.5251138,311.1155,311.8798
58,58,8,2,1,3,0.750000,1.0,57.0,311.89267,0.0,999.0,999.0,999.0,314.39532,315.41058,3.5178914,315.41083,316.17664
59,59,8,2,1,3,0.750000,1.0,58.0,316.1904,0.0,999.0,999.0,999.0,318.6913,319.7078,3.5173914,319.70807,320.47256
60,60,8,2,1,2,0.750000,1.0,59.0,320.48596,0.0,999.0,999.0,999.0,322.98807,324.00485,3.518916,324.00516,324.7695
61,61,8,2,1,3,0.750000,1.0,60.0,324.7826,0.0,999.0,999.0,999.0,327.28464,328.3005,3.5179212,328.30078,329.06577
62,62,8,2,1,3,0.750000,1.0,61.0,329.07892,0.0,999.0,999.0,999.0,331.58063,332.5965,3.5175886,332.597,333.36203
63,63,8,2,1,2,0.750000,1.0,62.0,333.37476,0.0,999.0,999.0,999.0,335.87732,336.8949,3.5201283,336.89514,337.65854
64,64,8,2,1,3,12,1.0,63.0,337.67172,2.0,338.27533,0.60359734,1.0,340.18896,341.19736,3.525628,341.1977,353.2126
65,65,9,5,3,1,0.750000,1.0,64.0,353.23056,0.0,999.0,999.0,999.0,355.74405,356.7612,3.5306551,356.76147,357.52557
66,66,9,5,3,1,0.750000,1.0,65.0,357.53876,0.0,999.0,999.0,999.0,360.04086,361.05786,3.519101,361.05814,361.8221
67,67,9,5,3,1,0.750000,1.0,66.0,361.8348,0.0,999.0,999.0,999.0,364.33755,365.35388,3.5190585,365.35413,366.11887
68,68,9,5,3,3,0.750000,1.0,67.0,366.13177,0.0,999.0,999.0,999.0,368.63348,369.6499,3.5181344,369.65018,370.41492
69,69,9,5,3,1,0.750000,1.0,68.0,370.42783,0.0,999.0,999.0,999.0,372.9301,373.94678,3.5189528,373.94705,374.7114
70,70,9,5,3,1,0.750000,1.0,69.0,374.7245,0.0,999.0,999.0,999.0,377.22678,378.24268,3.5182083,378.24298,379.0081
71,71,9,5,3,1,0.750000,1.0,70.0,379.02145,0.0,999.0,999.0,999.0,381.52298,382.54004,3.518581,382.5403,383.3042
72,72,9,5,3,2,10,1.0,71.0,383.31714,0.0,999.0,999.0,999.0,385.81976,386.8362,3.5190692,386.83646,396.84332
