TrialNumber,Trial,ISI,ITI,winlose,door_image_L,door_image_R,ran,order,decision_onset,resp,rt,resp_onset,resp_offset,trialDuration,pre_feedback_fix_onset,pre_feedback_fix_duration,arrow_onset,arrow_offset,ITIonset,ITIoffset,Date_Time
45,45,3,10,loss,obj (45).bmp,obj (105).bmp,1.0,44.0,552.55804,999.0,999.0,999.0,555.57574,3.0180726,555.57623,2.0,557.6059,560.6077,560.6079,570.6093,2019-11-01 13:51:06.772720
46,46,3,10,win,obj (46).bmp,obj (106).bmp,1.0,45.0,570.6246,999.0,999.0,999.0,573.63617,3.0119586,573.63666,2.0,575.66736,578.6712,578.6716,588.7037,2019-11-01 13:51:24.867145
47,47,6,6,loss,obj (47).bmp,obj (107).bmp,1.0,46.0,588.71893,999.0,999.0,999.0,591.71967,3.0010805,591.72015,2.0,593.7516,596.754,596.7543,602.7561,2019-11-01 13:51:38.919582
48,48,6,10,win,obj (48).bmp,obj (108).bmp,1.0,47.0,602.77136,999.0,999.0,999.0,605.7866,3.0155993,605.7871,2.0,607.8178,610.8216,610.82184,620.85266,2019-11-01 13:51:57.016149
49,49,5,10,win,obj (49).bmp,obj (109).bmp,1.0,48.0,620.8676,999.0,999.0,999.0,623.86847,3.0012255,623.8689,2.0,625.8995,628.9029,628.90314,638.93524,2019-11-01 13:52:15.098769
50,50,2,8,win,obj (50).bmp,obj (110).bmp,1.0,49.0,638.9504,999.0,999.0,999.0,641.95526,3.0052307,641.95575,2.0,643.98615,646.9896,646.98987,655.02155,2019-11-01 13:52:31.185082
51,51,4,4,win,obj (51).bmp,obj (111).bmp,1.0,50.0,655.0369,999.0,999.0,999.0,658.0586,3.0220075,658.0591,2.0,660.08997,663.094,663.09424,667.10187,2019-11-01 13:52:43.265427
52,52,3,6,loss,obj (52).bmp,obj (112).bmp,1.0,51.0,667.11694,999.0,999.0,999.0,670.1206,3.0040097,670.12103,2.0,672.1513,675.1532,675.1534,681.1555,2019-11-01 13:52:57.319109
53,53,6,6,loss,obj (53).bmp,obj (113).bmp,1.0,52.0,681.17096,999.0,999.0,999.0,684.18353,3.0129168,684.18396,2.0,686.21375,689.21576,689.21594,695.2179,2019-11-01 13:53:11.381571
54,54,5,4,win,obj (54).bmp,obj (114).bmp,1.0,53.0,695.23346,999.0,999.0,999.0,698.24976,3.0166762,698.25024,2.0,700.2806,703.2831,703.2833,707.3185,2019-11-01 13:53:23.482114
55,55,5,6,loss,obj (55).bmp,obj (115).bmp,1.0,54.0,707.3335,999.0,999.0,999.0,710.35834,3.0252225,710.3588,2.0,712.3892,715.391,715.39124,721.39404,2019-11-01 13:53:37.557658
56,56,5,10,loss,obj (56).bmp,obj (116).bmp,1.0,55.0,721.40936,999.0,999.0,999.0,724.4292,3.020198,724.4297,2.0,726.46014,729.4623,729.46246,739.46436,2019-11-01 13:53:55.628123
57,57,3,2,loss,obj (57).bmp,obj (117).bmp,1.0,56.0,739.47986,999.0,999.0,999.0,742.5003,3.0208688,742.5008,2.0,744.5304,747.5326,747.53284,749.5347,2019-11-01 13:54:05.698356
58,58,4,6,loss,obj (58).bmp,obj (118).bmp,1.0,57.0,749.54974,999.0,999.0,999.0,752.5663,3.0169103,752.5668,2.0,754.5978,757.5993,757.59955,763.6013,2019-11-01 13:54:19.765147
59,59,4,10,win,obj (59).bmp,obj (119).bmp,1.0,58.0,763.61725,999.0,999.0,999.0,766.6282,3.0112572,766.6286,2.0,768.6592,771.66315,771.66345,781.6924,2019-11-01 13:54:37.856114
60,60,4,8,win,obj (60).bmp,obj (120).bmp,1.0,59.0,781.70776,999.0,999.0,999.0,784.7108,3.0034032,784.7113,2.0,786.7414,789.74585,789.7461,797.7534,2019-11-01 13:54:53.917238
