onset	duration	condition	resp	rt
437.2064316999895	1.0	win	999	999
439.38411819998873	3.0	face	999	999
442.4165976999939	0.6	Fixation_ant	999	999
443.0218565999967	1.0	win	999	999
445.19616849999875	3.0	face	999	999
448.2298790999921	0.6	Fixation_ant	999	999
448.8347045999981	1.0	win	999	999
455.20388789998833	3.0	face	999	999
458.23710289999144	0.6	Fixation_ant	999	999
458.8421518999967	1.0	win	999	999
465.205755899995	3.0	face	999	999
468.240226599999	0.6	Fixation_ant	999	999
468.84504119999474	1.0	loss	999	999
